# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
6.073795198999999700e-02 6.609204835906399710e-14 5.027107319498220345e-02 1.067062226577936007e-01 3.122706223361522149e-01 3.611908316114377238e-01 4.084742132187808572e-01 4.536876293041584574e-01 4.961681970829963095e-01
6.076793124000000323e-02 6.505884974335770571e-14 5.026502294711998609e-02 1.066456897661246378e-01 3.119459573307086231e-01 3.607735574130704892e-01 4.079501060304808191e-01 4.530402852802883351e-01 4.953797365812940834e-01
6.079791048000000170e-02 6.404062853088920060e-14 5.025742811143369543e-02 1.065817888215346010e-01 3.116113769109177256e-01 3.603448856756932273e-01 4.074132083427698392e-01 4.523788664555237204e-01 4.945760441381644723e-01
6.082788973000000099e-02 6.303718669940309783e-14 5.024828921869312764e-02 1.065145217960421081e-01 3.112668912164710533e-01 3.599048299388142858e-01 4.068635378054353269e-01 4.517033953806814384e-01 4.937571480224513532e-01
6.085786896999999945e-02 6.204832985890429651e-14 5.023760685679740101e-02 1.064438908513210408e-01 3.109125111381207396e-01 3.594534046564301089e-01 4.063011131595192227e-01 4.510138958868186720e-01 4.929230779937717744e-01
6.088784821999999874e-02 6.107386455207640058e-14 5.022538164561998753e-02 1.063698981595104509e-01 3.105482473988718239e-01 3.589906240233455281e-01 4.057259527693446999e-01 4.503103912824291677e-01 4.920738631179334965e-01
6.091782746999999804e-02 6.011360055394909995e-14 5.021161426048493387e-02 1.062925460661994642e-01 3.101741113745550282e-01 3.585165030224905514e-01 4.051380759269282428e-01 4.495929059528876448e-01 4.912095337056010536e-01
6.094780671000000344e-02 5.916734983972399899e-14 5.019630542325177053e-02 1.062118370237960518e-01 3.097901147489666163e-01 3.580310569848192959e-01 4.045375023017806493e-01 4.488614646842916112e-01 4.903301204917399070e-01
6.097778596000000273e-02 5.823492563800459667e-14 5.017945588574590499e-02 1.061277735075922407e-01 3.093962691193234416e-01 3.575343010918983211e-01 4.039242513282349512e-01 4.481160919193827308e-01 4.894356537404379037e-01
6.100776520000000119e-02 5.731614460768209996e-14 5.016106646649075990e-02 1.060403582064508021e-01 3.089925868990863189e-01 3.570262515174966178e-01 4.032983436162304036e-01 4.473568134748069358e-01 4.885261653064544851e-01
6.103774445000000048e-02 5.641082432854990115e-14 5.014113800567895213e-02 1.059495937989699821e-01 3.085790802674928668e-01 3.565069241026118108e-01 4.026597993144550025e-01 4.465836545538890423e-01 4.876016862468962043e-01
6.106772368999999895e-02 5.551878573258229733e-14 5.011967141469760717e-02 1.058554831868543655e-01 3.081557622460612267e-01 3.559763357098301717e-01 4.020086397815077484e-01 4.457966417739089859e-01 4.866622492473102191e-01
6.109770293999999824e-02 5.463985066715019705e-14 5.009666762278577185e-02 1.057580292529237964e-01 3.077226455957983164e-01 3.554345028372965509e-01 4.013448858820743981e-01 4.449958011039760186e-01 4.857078861530929048e-01
6.112768218999999753e-02 5.377384396846680290e-14 5.007212762611219781e-02 1.056572350785768277e-01 3.072797437990794078e-01 3.548814428497154005e-01 4.006685595001628908e-01 4.441811596945589580e-01 4.847386301523829988e-01
6.115766143000000293e-02 5.292059252914569743e-14 5.004605246812732222e-02 1.055531038530372612e-01 3.068270706462553621e-01 3.543171734575055742e-01 3.999796829004935717e-01 4.433527451026721411e-01 4.837545148495113190e-01
6.118764068000000222e-02 5.207992444351899965e-14 5.001844321208016170e-02 1.054456387654311156e-01 3.063646397735536597e-01 3.537417121398511166e-01 3.992782780262031372e-01 4.425105844493300022e-01 4.827555732646161002e-01
6.121761992000000069e-02 5.125167096934830292e-14 4.998930100326128695e-02 1.053348432492301062e-01 3.058924657263565883e-01 3.531550774698521411e-01 3.985643681152793438e-01 4.416547063616246827e-01 4.817418401416037055e-01
6.124759916999999998e-02 5.043566426425110084e-14 4.995862699542462371e-02 1.052207206945767609e-01 3.054105627263082323e-01 3.525572875787099658e-01 3.978379758283786538e-01 4.407851387236706997e-01 4.807133492822820431e-01
6.127757841999999927e-02 4.963173931015959906e-14 4.992642241769112976e-02 1.051032747043699062e-01 3.049189457672487613e-01 3.519483615167901536e-01 3.970991249063901551e-01 4.399019106642068078e-01 4.796701359037195411e-01
6.130755765999999773e-02 4.883973304664930302e-14 4.989268854655283525e-02 1.049825089867651440e-01 3.044176301516312022e-01 3.513283186789122881e-01 3.963478394677720229e-01 4.390050517123955109e-01 4.786122356394089672e-01
6.133753690999999703e-02 4.805948357694620018e-14 4.985742667018228103e-02 1.048584272309888987e-01 3.039066309791502718e-01 3.506971781736230587e-01 3.955841432449161976e-01 4.380945908852463822e-01 4.775396834656328582e-01
6.136751615000000243e-02 4.729083198799350051e-14 4.982063816820287566e-02 1.047310333915342506e-01 3.033859643235781167e-01 3.500549602773456725e-01 3.948080613453641141e-01 4.371705587897936618e-01 4.764525161815972298e-01
6.139749540000000172e-02 4.653362024879289901e-14 4.978232441754407156e-02 1.046003313579404598e-01 3.028556458679255714e-01 3.494016847513688462e-01 3.940196182137225556e-01 4.362329851935092817e-01 4.753507695480390649e-01
6.142747464000000018e-02 4.578769324263529886e-14 4.974248689080549429e-02 1.044663252951043703e-01 3.023156922930492208e-01 3.487373725564489324e-01 3.932188397024165005e-01 4.352819014900736194e-01 4.742344811880604416e-01
6.145745388999999947e-02 4.505289672719370175e-14 4.970112705416854237e-02 1.043290192943496231e-01 3.017661198620989471e-01 3.480620441089820605e-01 3.924057509666022403e-01 4.343173381975945491e-01 4.731036876464233543e-01
6.148743313999999877e-02 4.432907906674969965e-14 4.965824645945055016e-02 1.041884176845959270e-01 3.012069456741571227e-01 3.473757208244351302e-01 3.915803783253625214e-01 4.333393271705299754e-01 4.719584269858345116e-01
6.151741237999999723e-02 4.361609045050219815e-14 4.961384670576641370e-02 1.040445249015203161e-01 3.006381871330014999e-01 3.466784244640271351e-01 3.907427484722804656e-01 4.323479006617796938e-01 4.707987376835467974e-01
6.154739163000000346e-02 4.291378217693020236e-14 4.956792939352262783e-02 1.038973453403454622e-01 3.000598613683128635e-01 3.459701764253473311e-01 3.898928876251787634e-01 4.313430903168681829e-01 4.696246574551180553e-01
6.157737087000000192e-02 4.222200829119430253e-14 4.952049622930328188e-02 1.037468836934073158e-01 2.994719865702127892e-01 3.452509993768245744e-01 3.890308234901291851e-01 4.303249294978802042e-01 4.684362259702239961e-01
6.160735012000000121e-02 4.154062369242199729e-14 4.947154890253472465e-02 1.035931445571228460e-01 2.988745804464572609e-01 3.445209153676111469e-01 3.881565829931213907e-01 4.292934506019948637e-01 4.672334817179449318e-01
6.163732935999999968e-02 4.086948596170870244e-14 4.942108921206728872e-02 1.034361328333072566e-01 2.982676617913650463e-01 3.437799477457472719e-01 3.872701945802532464e-01 4.282486877775816825e-01 4.660164651762099264e-01
6.166730860999999897e-02 4.020845352551139937e-14 4.936911893593103756e-02 1.032758533187254912e-01 2.976512488920968202e-01 3.430281192097242582e-01 3.863716858848168512e-01 4.271906741714429634e-01 4.647852156002781898e-01
6.169728785999999826e-02 3.955738721331739928e-14 4.931563994783492305e-02 1.031123110693597938e-01 2.970253609397442984e-01 3.422654535310666879e-01 3.854610857886600073e-01 4.261194443590303749e-01 4.635397738537506140e-01
6.172726709999999672e-02 3.891614955324859901e-14 4.926065416828297183e-02 1.029455112466626521e-01 2.963900174314270664e-01 3.414919748232085883e-01 3.845384235476764778e-01 4.250350333116368340e-01 4.622801812042737213e-01
6.175724635000000295e-02 3.828460412763720201e-14 4.920416350833246855e-02 1.027754589476956998e-01 2.957452375253925569e-01 3.407077067566108841e-01 3.836037278565297970e-01 4.239374752975840766e-01 4.610064780484297020e-01
6.178722559000000142e-02 3.766261704464959939e-14 4.914616999930754987e-02 1.026021595965239119e-01 2.950910415306002843e-01 3.399126743722347688e-01 3.826570290108139427e-01 4.228268064226459177e-01 4.597187068625152584e-01
6.181720484000000071e-02 3.705005523535299717e-14 4.908667564200327321e-02 1.024256184908533124e-01 2.944274491853384745e-01 3.391069019886120417e-01 3.816983564120846051e-01 4.217030617006451432e-01 4.584169088046762819e-01
6.184718409000000000e-02 3.644678789670750238e-14 4.902568254075102827e-02 1.022458412042238779e-01 2.937544811782438758e-01 3.382904150509232211e-01 3.807277407687291726e-01 4.205662776374806677e-01 4.571011267130087874e-01
6.187716332999999846e-02 3.585268583802540145e-14 4.896319284709672870e-02 1.020628334157096251e-01 2.930721585023445819e-01 3.374632393462922986e-01 3.797452131594004632e-01 4.194164911319760991e-01 4.557714038318259053e-01
6.190714257999999776e-02 3.526762088336949945e-14 4.889920869566330430e-02 1.018766007240861776e-01 2.923805017617070456e-01 3.366254001646720728e-01 3.787508040370071161e-01 4.182537383112139295e-01 4.544277824676680733e-01
6.193712182000000316e-02 3.469146723432019769e-14 4.883373235117155486e-02 1.016871490772304210e-01 2.916795327700579255e-01 3.357769242364965212e-01 3.777445455296410404e-01 4.170780572234775718e-01 4.530703071030275919e-01
6.196710107000000245e-02 3.412409989174830123e-14 4.876676603766035012e-02 1.014944842745909293e-01 2.909692727045307126e-01 3.349178374963595051e-01 3.767264687868685513e-01 4.158894847347423540e-01 4.516990208109115668e-01
6.199708031000000091e-02 3.356539617683670068e-14 4.869831211355785117e-02 1.012986124729335913e-01 2.902497439756900333e-01 3.340481673463878698e-01 3.756966066646446611e-01 4.146880596651026374e-01 4.503139688762445858e-01
6.202705956000000020e-02 3.301523420034569846e-14 4.862837289303850036e-02 1.010995396724104073e-01 2.895209683318161753e-01 3.331679403627689773e-01 3.746549910080229639e-01 4.134738196167052071e-01 4.489151951355837555e-01
6.205703880999999950e-02 3.247349415801110011e-14 4.855695080445911194e-02 1.008972721714087167e-01 2.887829685321878781e-01 3.322771843179784801e-01 3.736016550476131126e-01 4.122468037704996591e-01 4.475027452007880324e-01
6.208701804999999796e-02 3.194005774255489938e-14 4.848404832397246178e-02 1.006918163734273480e-01 2.880357676363962671e-01 3.313759273206297595e-01 3.725366323801753143e-01 4.110070516966001231e-01 4.460766650853006388e-01
6.211699729999999725e-02 3.141480760639580123e-14 4.840966790113362256e-02 1.004831785785842840e-01 2.872793882476668004e-01 3.304641969023363046e-01 3.714599558909877364e-01 4.097546021001401972e-01 4.446369997622177106e-01
6.214697654000000265e-02 3.089762858438250155e-14 4.833381212958312578e-02 1.002713654654905223e-01 2.865138542633802188e-01 3.295420221284651729e-01 3.703716602477391540e-01 4.084894957245493452e-01 4.431837965020637982e-01
6.217695579000000194e-02 3.038840627610959694e-14 4.825648354858690092e-02 1.000563835339542962e-01 2.857391888565620208e-01 3.286094311652277278e-01 3.692717790271302092e-01 4.072117720085337567e-01 4.417171010301270129e-01
6.220693503000000041e-02 2.988702841045249960e-14 4.817768484492078451e-02 9.983823967068572447e-02 2.849554165187113686e-01 3.276664537402808053e-01 3.681603476190913882e-01 4.059214724606813318e-01 4.402369614028101008e-01
6.223691427999999970e-02 2.939338347091399924e-14 4.809741864595042105e-02 9.961694057594670804e-02 2.841625609924947060e-01 3.267131186543120180e-01 3.670374002910595235e-01 4.046186372489624650e-01 4.387434240927052254e-01
6.226689352999999899e-02 2.890736185738520228e-14 4.801568770267444775e-02 9.939249327057458894e-02 2.833606470950945089e-01 3.257494559756148322e-01 3.659029727746740401e-01 4.033033082032611016e-01 4.372365374343438749e-01
6.229687276999999745e-02 2.842885535761889858e-14 4.793249481181754285e-02 9.916490488034654383e-02 2.825496999425442524e-01 3.247754961069539426e-01 3.647571011645071581e-01 4.019755275350907486e-01 4.357163501547423046e-01
6.232685201999999675e-02 2.795775666460360128e-14 4.784784273117760611e-02 9.893418240482294845e-02 2.817297441287398008e-01 3.237912688005760153e-01 3.635998207591415454e-01 4.006353364948046503e-01 4.341829098374341278e-01
6.235683126000000215e-02 2.749396047257990006e-14 4.776173437534721872e-02 9.870033325060560692e-02 2.809008056239684636e-01 3.227968054383313912e-01 3.624311687439462082e-01 3.992827784790926593e-01 4.326362664797813729e-01
6.238681051000000144e-02 2.703736220476389867e-14 4.767417258933882157e-02 9.846336461494341330e-02 2.800629095856668194e-01 3.217921364045968069e-01 3.612511811022356967e-01 3.979178954538187263e-01 4.310764684002292291e-01
6.241678976000000073e-02 2.658785908753539882e-14 4.758516034883443491e-02 9.822328402950809834e-02 2.792160822874597548e-01 3.207772934006896115e-01 3.600598953355543252e-01 3.965407311026797332e-01 4.295035658399616874e-01
6.244676899999999919e-02 2.614534966094059869e-14 4.749470067538299339e-02 9.798009912947941435e-02 2.783603502977310407e-01 3.197523084587082232e-01 3.588573493046299800e-01 3.951513294858803871e-01 4.279176094279213416e-01
6.247674824999999849e-02 2.570973333192230016e-14 4.740279654391708203e-02 9.773381740678258045e-02 2.774957396133196919e-01 3.187172129040128365e-01 3.576435800139514676e-01 3.937497336371671430e-01 4.263186485805107728e-01
6.250672748999999695e-02 2.528091138733710119e-14 4.730945109500381274e-02 9.748444677961280724e-02 2.766222776629106983e-01 3.176720397544942620e-01 3.564186264256902215e-01 3.923359888155535380e-01 4.247067352127543716e-01
6.253670674000000318e-02 2.485878581699689977e-14 4.721466738937044744e-02 9.723199493449126429e-02 2.757399909996213205e-01 3.166168209575462855e-01 3.551825262199121980e-01 3.909101387651078841e-01 4.230819194705483510e-01
6.256668597999999470e-02 2.444326044390379912e-14 4.711844865730750731e-02 9.697646999187201078e-02 2.748489076314707957e-01 3.155515901785188038e-01 3.539353190629710988e-01 3.894722294868834256e-01 4.214442540313238506e-01
6.259666523000000093e-02 2.403423978353880150e-14 4.702079804603489371e-02 9.671787983243688991e-02 2.739490546665590553e-01 3.144763799842876240e-01 3.526770433078689759e-01 3.880223054336420785e-01 4.197937897671203400e-01
6.262664447999999329e-02 2.363163000562029886e-14 4.692171884331057530e-02 9.645623269144007472e-02 2.730404603880769443e-01 3.133912243235547068e-01 3.514077388983226080e-01 3.865604128585970467e-01 4.181305795584293605e-01
6.265662371999999869e-02 2.323533849479599868e-14 4.682121438276704711e-02 9.619153690643265919e-02 2.721231533715970929e-01 3.122961574713364330e-01 3.501274461312730013e-01 3.850865983877508336e-01 4.164546766671968769e-01
6.268660297000000492e-02 2.284527344995490154e-14 4.671928794261657331e-02 9.592380064968662745e-02 2.711971615578604444e-01 3.111912129229550961e-01 3.488362043637189269e-01 3.836009075327719287e-01 4.147661330460405971e-01
6.271658220999999644e-02 2.246134479073659944e-14 4.661594298102222922e-02 9.565303254798866728e-02 2.702625143999548563e-01 3.100764259574030346e-01 3.475340550081530977e-01 3.821033881392643661e-01 4.130650032592661502e-01
6.274656146000000267e-02 2.208346310298900062e-14 4.651118286410639568e-02 9.537924096768997384e-02 2.693192403924911105e-01 3.089518306887312216e-01 3.462210380861279191e-01 3.805940864216616482e-01 4.113513399763423228e-01
6.277654070999999503e-02 2.171154052696400104e-14 4.640501110611608415e-02 9.510243464515458212e-02 2.683673692477032691e-01 3.078174626619585852e-01 3.448971952602526980e-01 3.790730504513831756e-01 4.096251979354761930e-01
6.280651995000000043e-02 2.134549035090549992e-14 4.629743126744216564e-02 9.482262241900880906e-02 2.674069309676118111e-01 3.066733577460960536e-01 3.435625685412398989e-01 3.775403286691275673e-01 4.078866322533882260e-01
6.283649920000000666e-02 2.098522664054280121e-14 4.618844684521741795e-02 9.453981294724211892e-02 2.664379548735769654e-01 3.055195509785326169e-01 3.422171989408850368e-01 3.759959683382727014e-01 4.061356966718127071e-01
6.286647843999999818e-02 2.063066507594689866e-14 4.607806152501579128e-02 9.425401536205384179e-02 2.654604718539524955e-01 3.043560792420621497e-01 3.408611295948776876e-01 3.744400191302613146e-01 4.043724476238353960e-01
