# Ref. Cavity Transverse Wakefield for different offsets. Calculated by Rob Ainsworth with T3P (ACE3P)
# s[m] charge 0.5mm 1.0mm 3.0mm 3.5mm 4.0mm 4.5mm 5.0mm
3.933277049000000192e-02 4.705640387951090297e-11 -7.116686206054438635e-02 -1.503715956518055230e-01 -4.743393708531171704e-01 -5.739085961905489031e-01 -6.855711005707595396e-01 -8.134070337103188608e-01 -9.628079551421837579e-01
3.936274974000000121e-02 4.693139769563040107e-11 -7.124353275290658261e-02 -1.505144974565013338e-01 -4.746750052173246970e-01 -5.742603119426433755e-01 -6.859145558749398797e-01 -8.137086420850450086e-01 -9.630212666679616174e-01
3.939272897999999967e-02 4.680586511629150186e-11 -7.131917330629308771e-02 -1.506551287594817268e-01 -4.750030578799164238e-01 -5.746027013908504566e-01 -6.862466807367608723e-01 -8.139965823359003316e-01 -9.632181474933070309e-01
3.942270822999999896e-02 4.667981206469130320e-11 -7.139377928155142550e-02 -1.507934805609939810e-01 -4.753235042987021819e-01 -5.749357370577454773e-01 -6.865674456319806884e-01 -8.142708242105610728e-01 -9.633985685409902633e-01
3.945268746999999743e-02 4.655324464434019833e-11 -7.146734616624093872e-02 -1.509295437389658046e-01 -4.756363197340250926e-01 -5.752593913160404249e-01 -6.868768209814508641e-01 -8.145313375588899563e-01 -9.635625010742804308e-01
3.948266671999999672e-02 4.642616880222260198e-11 -7.153986957383116907e-02 -1.510633094186411285e-01 -4.759414801046770171e-01 -5.755736372786237620e-01 -6.871747780085547541e-01 -8.147780930657093634e-01 -9.637099171812570919e-01
3.951264596000000212e-02 4.629859066605939827e-11 -7.161134504753684238e-02 -1.511947686098409072e-01 -4.762389611540579493e-01 -5.758784479362126785e-01 -6.874612879152068867e-01 -8.150110615566358296e-01 -9.638407893404400406e-01
3.954262521000000141e-02 4.617051620474059923e-11 -7.168176825420879972e-02 -1.513239125644142702e-01 -4.765287392655232490e-01 -5.761737969971323370e-01 -6.877363226786871175e-01 -8.152302146575746145e-01 -9.639550908170377852e-01
3.957260446000000070e-02 4.604195152531939975e-11 -7.175113481721459574e-02 -1.514507324685475109e-01 -4.768107907638501342e-01 -5.764596581705786482e-01 -6.879998543761522978e-01 -8.154355242428714678e-01 -9.640527953489405055e-01
3.960258369999999917e-02 4.591290274560850131e-11 -7.181944038943820219e-02 -1.515752195768476362e-01 -4.770850922219896928e-01 -5.767360054823537086e-01 -6.882518554842279590e-01 -8.156269626838527076e-01 -9.641338772962795289e-01
3.963256294999999846e-02 4.578337586383259683e-11 -7.188668072096165984e-02 -1.516973653346192774e-01 -4.773516207293337921e-01 -5.770028135431392036e-01 -6.884922991209557752e-01 -8.158045030281274590e-01 -9.641983117073426035e-01
3.966254218999999692e-02 4.565337705987629883e-11 -7.195285150044596068e-02 -1.518171610890575451e-01 -4.776103532579911715e-01 -5.772600569108828905e-01 -6.887211584657269015e-01 -8.159681185635596634e-01 -9.642460741413119152e-01
3.969252144000000315e-02 4.552291234917690126e-11 -7.201794853482626491e-02 -1.519345984152922491e-01 -4.778612673755981421e-01 -5.775077108039828877e-01 -6.889384074020163951e-01 -8.161177832935251342e-01 -9.642771408407707634e-01
3.972250069000000244e-02 4.539198788539929761e-11 -7.208196759419636945e-02 -1.520496688351962722e-01 -4.781043406375473648e-01 -5.777457504954792711e-01 -6.891440199759389929e-01 -8.162534715467929525e-01 -9.642914886093515436e-01
3.975247993000000091e-02 4.526060983056580071e-11 -7.214490447934043815e-02 -1.521623639400114525e-01 -4.783395508551632758e-01 -5.779741515813011654e-01 -6.893379706380537986e-01 -8.163751581562272985e-01 -9.642890948765382442e-01
3.978245918000000020e-02 4.512878422242679813e-11 -7.220675508389827468e-02 -1.522726755011923061e-01 -4.785668763244768642e-01 -5.781928902004102033e-01 -6.895202344265544125e-01 -8.164828185673359551e-01 -9.642699376786634247e-01
3.981243841999999866e-02 4.499651728112449680e-11 -7.226751524848368247e-02 -1.523805952096990712e-01 -4.787862952833619734e-01 -5.784019425091280198e-01 -6.896907865234097601e-01 -8.165764285641471387e-01 -9.642339956757827180e-01
3.984241766999999795e-02 4.486381505695480306e-11 -7.232718092602419269e-02 -1.524861149713485353e-01 -4.789977865190789275e-01 -5.786012852659274674e-01 -6.898496027421101573e-01 -8.166559645572095683e-01 -9.641812481006857283e-01
3.987239691000000336e-02 4.473068378284619742e-11 -7.238574801965422245e-02 -1.525892266193700775e-01 -4.792013287835908408e-01 -5.787908952746735336e-01 -6.899966590742909744e-01 -8.167214033348710878e-01 -9.641116748550648818e-01
3.990237616000000265e-02 4.459712951978369844e-11 -7.244321254236325835e-02 -1.526899221964889974e-01 -4.793969013585225314e-01 -5.789707499176665051e-01 -6.901319321153783770e-01 -8.167727222768390583e-01 -9.640252563689282184e-01
3.993235541000000194e-02 4.446315846683890286e-11 -7.249957047957841794e-02 -1.527881937130543821e-01 -4.795844835752390289e-01 -5.791408267074453775e-01 -6.902553987145947367e-01 -8.168098991936679765e-01 -9.639219737521583786e-01
3.996233465000000040e-02 4.432877682810670080e-11 -7.255481784924498745e-02 -1.528840332530948809e-01 -4.797640550271752291e-01 -5.793011034873014609e-01 -6.903670361355830343e-01 -8.168329124083000270e-01 -9.638018087425618274e-01
3.999231389999999969e-02 4.419399067713969852e-11 -7.260895075625782569e-02 -1.529774330682846240e-01 -4.799355957422630214e-01 -5.794515585830266602e-01 -6.904668221571997888e-01 -8.168417407670446329e-01 -9.636647435697910380e-01
4.002229313999999816e-02 4.405880627059639821e-11 -7.266196526453341797e-02 -1.530683853563836461e-01 -4.800990857697794989e-01 -5.795921704365245564e-01 -6.905547348216456438e-01 -8.168363635972113457e-01 -9.635107612485275252e-01
4.005227238999999745e-02 4.392322968810900270e-11 -7.271385754171261206e-02 -1.531568825108836907e-01 -4.802545056390778999e-01 -5.797229180085512468e-01 -6.906307527015529413e-01 -8.168167607320743207e-01 -9.633398452143389079e-01
4.008225163000000285e-02 4.378726719255429919e-11 -7.276462371779313099e-02 -1.532429168786451079e-01 -4.804018359245180725e-01 -5.798437804049259015e-01 -6.906948546663025379e-01 -8.167829125261549805e-01 -9.631519797362335655e-01
4.011223088000000214e-02 4.365092486781510026e-11 -7.281426002376518991e-02 -1.533264809962811281e-01 -4.805410576613763918e-01 -5.799547372269932000e-01 -6.907470200856589138e-01 -8.167347998029420575e-01 -9.629471494617800609e-01
4.014221013000000143e-02 4.351420893546409891e-11 -7.286276267234403914e-02 -1.534075673878360357e-01 -4.806721519978017221e-01 -5.800557682843279217e-01 -6.907872286732578138e-01 -8.166724039240248478e-01 -9.627253398453210487e-01
4.017218936999999990e-02 4.337712561881080249e-11 -7.291012791016997230e-02 -1.534861686537011272e-01 -4.807951003518269317e-01 -5.801468537270356718e-01 -6.908154605633811673e-01 -8.165957067687739102e-01 -9.624865369774088242e-01
4.020216861999999919e-02 4.323968100470539829e-11 -7.295635206426373531e-02 -1.535622775472196000e-01 -4.809098845276477130e-01 -5.802279741282996284e-01 -6.908316963286207368e-01 -8.165046906423633066e-01 -9.622307273286870855e-01
4.023214785999999765e-02 4.310188136346750252e-11 -7.300143143229484433e-02 -1.536358867932059447e-01 -4.810164864352344249e-01 -5.802991102795451717e-01 -6.908359169229919550e-01 -8.163993384639783857e-01 -9.619578983185611554e-01
4.026212710999999694e-02 4.296373278166900144e-11 -7.304536240607961695e-02 -1.537069892913161540e-01 -4.811148883977613977e-01 -5.803602434078206640e-01 -6.908281037263939162e-01 -8.162796335240022350e-01 -9.616680376323052393e-01
4.029210636000000317e-02 4.282524148314059726e-11 -7.308814136575503273e-02 -1.537755779426378255e-01 -4.812050728981273062e-01 -5.804113550036636981e-01 -6.908082385276058668e-01 -8.161455597212301516e-01 -9.613611338466184764e-01
4.032208560000000164e-02 4.268641369114029886e-11 -7.312976472605162148e-02 -1.538416457257958392e-01 -4.812870226945671903e-01 -5.804524269027853123e-01 -6.907763035413938546e-01 -8.159971014734060946e-01 -9.610371761739245899e-01
4.035206485000000093e-02 4.254725548846620069e-11 -7.317022897689842709e-02 -1.539051857606038298e-01 -4.813607208948355032e-01 -5.804834413173478591e-01 -6.907322813655691895e-01 -8.158342435564563955e-01 -9.606961541217713396e-01
4.038204408999999939e-02 4.240777314143910167e-11 -7.320953058710887029e-02 -1.539661911557704821e-01 -4.814261507706278365e-01 -5.805043807469836281e-01 -6.906761550637207092e-01 -8.156569714631675128e-01 -9.603380582614728933e-01
4.041202333999999868e-02 4.226797272812129984e-11 -7.324766611258710924e-02 -1.540246551789714036e-01 -4.814832959545032320e-01 -5.805152280617167371e-01 -6.906079080483173982e-01 -8.154652709709909741e-01 -9.599628793189783904e-01
4.044200257999999715e-02 4.212786051007300168e-11 -7.328463209157289049e-02 -1.540805710947514839e-01 -4.815321402654997307e-01 -5.805159664462820057e-01 -6.905275242311096351e-01 -8.152591286170607354e-01 -9.595706091310751695e-01
4.047198183000000338e-02 4.198744255886019702e-11 -7.332042514648287601e-02 -1.541339323210461354e-01 -4.815726678619286494e-01 -5.805065794294843595e-01 -6.904349878415708686e-01 -8.150385311877815786e-01 -9.591612396443934818e-01
4.050196108000000267e-02 4.184672508250849950e-11 -7.335504189700141342e-02 -1.541847322972413892e-01 -4.816048631223108778e-01 -5.804870508763958492e-01 -6.903302836071186777e-01 -8.148034661909513421e-01 -9.587347638197318833e-01
4.053194032000000113e-02 4.170571428530389733e-11 -7.338847899841458022e-02 -1.542329645428153206e-01 -4.816287107032896642e-01 -5.804573650000403040e-01 -6.902133966856750513e-01 -8.145539216635229174e-01 -9.582911752560581142e-01
4.056191957000000042e-02 4.156441622579819916e-11 -7.342073317393502108e-02 -1.542786227031114343e-01 -4.816441955560702981e-01 -5.804175063226036935e-01 -6.900843125370949016e-01 -8.142898859064698902e-01 -9.578304677287118318e-01
4.059189880999999889e-02 4.142283714586519755e-11 -7.345180113754375129e-02 -1.543217004388373337e-01 -4.816513028774663252e-01 -5.803674597527952450e-01 -6.899430172050790011e-01 -8.140113480759274545e-01 -9.573526362359107145e-01
4.062187805999999818e-02 4.128098309322190176e-11 -7.348167968019364560e-02 -1.543621915485993146e-01 -4.816500181524259738e-01 -5.803072104806720199e-01 -6.897894969735677284e-01 -8.137182974775400979e-01 -9.568576757690371304e-01
4.065185729999999664e-02 4.113886029879250132e-11 -7.351036558698259560e-02 -1.544000898547165379e-01 -4.816403271363930982e-01 -5.802367441124030023e-01 -6.896237387443971967e-01 -8.134107243090877848e-01 -9.563455825877015259e-01
4.068183655000000287e-02 4.099647479775030263e-11 -7.353785571695931056e-02 -1.544353893118861065e-01 -4.816222158531819342e-01 -5.801560465106453401e-01 -6.894457296280055436e-01 -8.130886188784335333e-01 -9.558163528993394165e-01
4.071181580000000216e-02 4.085383276071420288e-11 -7.356414693557924989e-02 -1.544680839172586084e-01 -4.815956706131808152e-01 -5.800651039532822573e-01 -6.892554573238215410e-01 -8.127519723126794826e-01 -9.552699840443413803e-01
4.074179504000000063e-02 4.071094035148799695e-11 -7.358923614470613828e-02 -1.544981677509558171e-01 -4.815606780130727294e-01 -5.799639030739405232e-01 -6.890529099673200486e-01 -8.124007762660507836e-01 -9.547064740016444340e-01
4.077177428999999992e-02 4.056780358326070190e-11 -7.361312030723805855e-02 -1.545256350034190929e-01 -4.815172248932268473e-01 -5.798524307511413456e-01 -6.888380759155157129e-01 -8.120350225552935841e-01 -9.541258208085879877e-01
4.080175352999999838e-02 4.042442865203530059e-11 -7.363579638967397700e-02 -1.545504799069603030e-01 -4.814652984256579948e-01 -5.797306743519247130e-01 -6.886109442288326221e-01 -8.116547039907457961e-01 -9.535280238886755244e-01
4.083173277999999767e-02 4.028082155425729798e-11 -7.365726142593015391e-02 -1.545726968093700804e-01 -4.814048859984285667e-01 -5.795986214347015331e-01 -6.883715040974983657e-01 -8.112598134014779028e-01 -9.529130825021344675e-01
4.086171202999999696e-02 4.013698842097199767e-11 -7.367751246373999141e-02 -1.545922801147439352e-01 -4.813359753314556677e-01 -5.794562600268865493e-01 -6.881197453636738182e-01 -8.108503445140948784e-01 -9.522809971297141463e-01
4.089169127000000237e-02 3.999293537427599844e-11 -7.369654658864210894e-02 -1.546092243116849452e-01 -4.812585544331877130e-01 -5.793035785134048599e-01 -6.878556583066380847e-01 -8.104262915867331829e-01 -9.516317688906070771e-01
4.092167052000000166e-02 3.984866838241259928e-11 -7.371436094185035426e-02 -1.546235239879921730e-01 -4.811726115147227367e-01 -5.791405654736473396e-01 -6.875792333665894374e-01 -8.099876489697409587e-01 -9.509653988743173025e-01
4.095164976000000012e-02 3.970419359589700315e-11 -7.373095267664767083e-02 -1.546351737929356485e-01 -4.810781351762709601e-01 -5.789672100447935676e-01 -6.872904617696196095e-01 -8.095344121047006736e-01 -9.502818896663891568e-01
4.098162900999999941e-02 3.955951696214059862e-11 -7.374631900618960900e-02 -1.546441684752611900e-01 -4.809751141779530226e-01 -5.787835014869139316e-01 -6.869893347917868098e-01 -8.090665763530896504e-01 -9.495812435686843411e-01
4.101160824999999788e-02 3.941464461056910195e-11 -7.376045715930001911e-02 -1.546505028518572744e-01 -4.808635376921617244e-01 -5.785894296458192754e-01 -6.866758445287032275e-01 -8.085841382051992543e-01 -9.488634644219031689e-01
4.104158749999999717e-02 3.926958246615939996e-11 -7.377336442190056409e-02 -1.546541718317246961e-01 -4.807433950289295987e-01 -5.783849844631444581e-01 -6.863499830929349343e-01 -8.080870940312853135e-01 -9.481285557345910942e-01
4.107156675000000340e-02 3.912433658714459761e-11 -7.378503810327236012e-02 -1.546551703997738059e-01 -4.806146758912277495e-01 -5.781701564232163415e-01 -6.860117433379379071e-01 -8.075754411983210312e-01 -9.473765223465786534e-01
4.110154599000000186e-02 3.897891301992080013e-11 -7.379547555155172023e-02 -1.546534936263497806e-01 -4.804773702723894591e-01 -5.779449363699826758e-01 -6.856611185567923483e-01 -8.070491776020891628e-01 -9.466073697266688125e-01
4.113152524000000115e-02 3.883331765285199983e-11 -7.380467416302526062e-02 -1.546491366634614728e-01 -4.803314683107416938e-01 -5.777093152720721436e-01 -6.852981021199062717e-01 -8.065083011262018653e-01 -9.458211031847486572e-01
4.116150447999999962e-02 3.868755655557759892e-11 -7.381263135864664371e-02 -1.546420947509387078e-01 -4.801769606166005344e-01 -5.774632847565053240e-01 -6.849226883011706457e-01 -8.059528108808988733e-01 -9.450177296783192071e-01
4.119148372999999891e-02 3.854163559010910175e-11 -7.381934460860004044e-02 -1.546323632049297070e-01 -4.800138378835654418e-01 -5.772068364808592422e-01 -6.845348713091424786e-01 -8.053827057596558703e-01 -9.441972557134493682e-01
4.122146297999999820e-02 3.839556075064970115e-11 -7.382481141292485116e-02 -1.546199374325029630e-01 -4.798420912442156738e-01 -5.769399627015290299e-01 -6.841346461572441751e-01 -8.047979857261560177e-01 -9.433596892087735553e-01
4.125144221999999666e-02 3.824933801757899956e-11 -7.382902931072131414e-02 -1.546048129272818705e-01 -4.796617121247565008e-01 -5.766626560386294287e-01 -6.837220082991786185e-01 -8.041986512724229597e-01 -9.425050387087398063e-01
4.128142147000000289e-02 3.810297321051689728e-11 -7.383199588307035044e-02 -1.545869852518447218e-01 -4.794726920565642314e-01 -5.763749091885432829e-01 -6.832969532025475745e-01 -8.035847028038358708e-01 -9.416333125118050429e-01
4.131140071000000136e-02 3.795647232948589967e-11 -7.383370874404687756e-02 -1.545664500752978177e-01 -4.792750231037138930e-01 -5.760767155786288285e-01 -6.828594773212014468e-01 -8.029561420476427624e-01 -9.407445206784391667e-01
4.134137996000000065e-02 3.780984116396780114e-11 -7.383416554877794691e-02 -1.545432031262594652e-01 -4.790686973591088971e-01 -5.757680685995045788e-01 -6.824095769601693506e-01 -8.023129704140820051e-01 -9.398386727060148438e-01
4.137135919999999911e-02 3.766308568346179992e-11 -7.383336398909530474e-02 -1.545172402481540253e-01 -4.788537074724286136e-01 -5.754489624006048354e-01 -6.819472494430885989e-01 -8.016551906734272759e-01 -9.389157799015496186e-01
4.140133844999999840e-02 3.751621164583650178e-11 -7.383130179512320534e-02 -1.544885573374349952e-01 -4.786300460999093898e-01 -5.751193910662123487e-01 -6.814724919114125701e-01 -8.009828052393993536e-01 -9.379758529648704046e-01
4.143131769999999769e-02 3.736922493952489755e-11 -7.382797673672197858e-02 -1.544571504023214137e-01 -4.783977064008324565e-01 -5.747793493532465936e-01 -6.809853023960792395e-01 -8.002958176951179281e-01 -9.370189041317048551e-01
4.146129694000000310e-02 3.722213143647249776e-11 -7.382338662430562581e-02 -1.544230155393345183e-01 -4.781566818312697476e-01 -5.744288323820539999e-01 -6.804856793675707616e-01 -7.995942321495508320e-01 -9.360449462657338682e-01
4.149127619000000239e-02 3.707493684441139910e-11 -7.381752930321718031e-02 -1.543861488963519657e-01 -4.779069658943817522e-01 -5.740678352749470914e-01 -6.799736212248420619e-01 -7.988780525207650474e-01 -9.350539918645290882e-01
4.152125543000000085e-02 3.692764705004190105e-11 -7.381040266541079309e-02 -1.543465467542348424e-01 -4.776485527090866268e-01 -5.736963539816283264e-01 -6.794491274692652238e-01 -7.981472841836880772e-01 -9.340460553419368539e-01
4.155123468000000014e-02 3.678026772589530008e-11 -7.380200463390683419e-02 -1.543042054287372677e-01 -4.773814363438115271e-01 -5.733143843159989039e-01 -6.789121973386519349e-01 -7.974019320587498738e-01 -9.330211503801472128e-01
4.158121391999999861e-02 3.663280472301780048e-11 -7.379233318180800083e-02 -1.542591213766200675e-01 -4.771056115061919622e-01 -5.729219229477495734e-01 -6.783628312074190259e-01 -7.966420025613799583e-01 -9.319792926157697277e-01
4.161119316999999790e-02 3.648526367734679710e-11 -7.378138630991089297e-02 -1.542112910830438222e-01 -4.768210728302372248e-01 -5.725189663833671894e-01 -6.778010291535434551e-01 -7.958675016123365475e-01 -9.309204969016864339e-01
4.164117241999999719e-02 3.633765035361290173e-11 -7.376916206852486557e-02 -1.541607111652418538e-01 -4.765278155145936112e-01 -5.721055118757515379e-01 -6.772267922325936329e-01 -7.950784364013725458e-01 -9.298447797259691283e-01
4.167115166000000259e-02 3.618997049754009957e-11 -7.375565854917753850e-02 -1.541073783302342459e-01 -4.762258350552898700e-01 -5.716815570423170456e-01 -6.766401219400950406e-01 -7.942748146400956388e-01 -9.287521581845670227e-01
4.170113091000000188e-02 3.604222968761599816e-11 -7.374087386993610771e-02 -1.540512893187143129e-01 -4.759151269347278723e-01 -5.712470994303568972e-01 -6.760410196114673420e-01 -7.934566437420820240e-01 -9.276426488702991247e-01
4.173111015000000035e-02 3.589443367962980043e-11 -7.372480620779382765e-02 -1.539924410314670589e-01 -4.755956873326155909e-01 -5.708021375139682441e-01 -6.754294877992970125e-01 -7.926239327078875574e-01 -9.265162704354256151e-01
4.176108939999999964e-02 3.574658801209939772e-11 -7.370745375913995145e-02 -1.539308303798086197e-01 -4.752675122968615384e-01 -5.703466695347333415e-01 -6.748055286738544600e-01 -7.917766899408810177e-01 -9.253730406313771528e-01
4.179106864999999893e-02 3.559869835099099956e-11 -7.368881477640321087e-02 -1.538664544214373708e-01 -4.749305984836564853e-01 -5.698806945335607166e-01 -6.741691454421359087e-01 -7.909149251813329951e-01 -9.242129789280870700e-01
4.182104788999999739e-02 3.545077034155940199e-11 -7.366888755325999572e-02 -1.537993103047056165e-01 -4.745849428466712427e-01 -5.694042119158830850e-01 -6.735203417481697707e-01 -7.900386486873252068e-01 -9.230361054039643021e-01
4.185102713999999668e-02 3.530280945992799780e-11 -7.364767040344846749e-02 -1.537293951989747443e-01 -4.742305422826537664e-01 -5.689172209643024170e-01 -6.728591210115620891e-01 -7.891478703432481812e-01 -9.218424395510502745e-01
4.188100638000000209e-02 3.515482135819919741e-11 -7.362516170839279728e-02 -1.536567064534900273e-01 -4.738673944446369912e-01 -5.684197219580698901e-01 -6.721854879507889180e-01 -7.882426017154761100e-01 -9.206320030331552884e-01
4.191098563000000138e-02 3.500681146931059923e-11 -7.360135986085268589e-02 -1.535812414108853885e-01 -4.734954967965806505e-01 -5.679117148735745024e-01 -6.714994468186777921e-01 -7.873228536750377371e-01 -9.194048164987820293e-01
4.194096486999999984e-02 3.485878540162060163e-11 -7.357626332511373046e-02 -1.535029976010720276e-01 -4.731148475827792743e-01 -5.673932007120063847e-01 -6.708010031995927935e-01 -7.863886388128554783e-01 -9.181609028088268953e-01
4.197094411999999913e-02 3.471074854364019891e-11 -7.354987057355741320e-02 -1.534219725397020784e-01 -4.727254448357763872e-01 -5.668641801437993566e-01 -6.700901621779791206e-01 -7.854399689846297550e-01 -9.169002837593638322e-01
4.200092336999999842e-02 3.456270640934500168e-11 -7.352218014444097949e-02 -1.533381639088979009e-01 -4.723272872597100158e-01 -5.663246547124584085e-01 -6.693669299600516487e-01 -7.844768574814817708e-01 -9.156229829724836788e-01
4.203090260999999689e-02 3.441466448975060058e-11 -7.349319061805274778e-02 -1.532515694818285534e-01 -4.719203738584104579e-01 -5.657746263262629638e-01 -6.686313131864052295e-01 -7.834993181083562686e-01 -9.143290246659675491e-01
4.206088186000000312e-02 3.426662810446020015e-11 -7.346290058638574316e-02 -1.531621870334519686e-01 -4.715047035197059699e-01 -5.652140966973963065e-01 -6.678833181827550369e-01 -7.825073641900067711e-01 -9.130184323399811452e-01
4.209086110000000158e-02 3.411860274703209900e-11 -7.343130872184584768e-02 -1.530700145448697369e-01 -4.710802759713828003e-01 -5.646430686331620485e-01 -6.671229526853320602e-01 -7.815010108618305473e-01 -9.116912318080521160e-01
4.212084035000000087e-02 3.397059368965830068e-11 -7.339841369659276527e-02 -1.529750499650462392e-01 -4.706470906717823421e-01 -5.640615445398561301e-01 -6.663502238444392045e-01 -7.804802724213799614e-01 -9.103474476984096952e-01
4.215081958999999934e-02 3.382260637787300076e-11 -7.336421426700651116e-02 -1.528772914568509722e-01 -4.702051479421791025e-01 -5.634695279460919526e-01 -6.655651402528088845e-01 -7.794451650123648268e-01 -9.089871069943803450e-01
4.218079883999999863e-02 3.367464603531029685e-11 -7.332870918591390119e-02 -1.527767371435861665e-01 -4.697544478103976573e-01 -5.628670219502478478e-01 -6.647677098830182540e-01 -7.783957038994363531e-01 -9.076102354471365929e-01
4.221077808999999792e-02 3.352671800898199723e-11 -7.329189728148310934e-02 -1.526733853353600401e-01 -4.692949910363843902e-01 -5.622540305950255446e-01 -6.639579419120299475e-01 -7.773319058742411691e-01 -9.062168607394632813e-01
4.224075733000000332e-02 3.337882762085880074e-11 -7.325377742415735416e-02 -1.525672344341699738e-01 -4.688267786782173707e-01 -5.616305582847717082e-01 -6.631358459476572875e-01 -7.762537882327943395e-01 -9.048070111394668213e-01
4.227073658000000261e-02 3.323098001965029728e-11 -7.321434848700050790e-02 -1.524582828250461153e-01 -4.683498116143800516e-01 -5.609966091503978403e-01 -6.623014311934547482e-01 -7.751613676812642018e-01 -9.033807140714978923e-01
4.230071582000000108e-02 3.308318052581250169e-11 -7.317360943558605391e-02 -1.523465291260648891e-01 -4.678640916425750307e-01 -5.603521885116977685e-01 -6.614547083762877255e-01 -7.740546628621041148e-01 -9.019379994172374015e-01
4.233069507000000037e-02 3.293543423675370171e-11 -7.313155922292005617e-02 -1.522319718978946967e-01 -4.673696202068163830e-01 -5.596973011852935942e-01 -6.605956875190001076e-01 -7.729336914381275125e-01 -9.004788957077404232e-01
4.236067431999999966e-02 3.278774637171240240e-11 -7.308819688393480840e-02 -1.521146099030118715e-01 -4.668663995256717714e-01 -5.590319529822587175e-01 -6.597243799081745630e-01 -7.717984726661799577e-01 -8.990034334790515391e-01
4.239065355999999812e-02 3.264012212350639785e-11 -7.304352149627173219e-02 -1.519944419967947657e-01 -4.663544321150676075e-01 -5.583561500736757832e-01 -6.588407972580879735e-01 -7.706490263028493715e-01 -8.975116438426045118e-01
4.242063280999999741e-02 3.249256651063510067e-11 -7.299753213441902144e-02 -1.518714670046946991e-01 -4.658337202674034949e-01 -5.576698983038287372e-01 -6.579449508133312641e-01 -7.694853714386079568e-01 -8.960035569736186645e-01
4.245061205000000282e-02 3.234508472166210211e-11 -7.295022797494701838e-02 -1.517456840048436728e-01 -4.653042672529380530e-01 -5.569732047752965487e-01 -6.570368534197209565e-01 -7.683075291895619108e-01 -8.944792056027174310e-01
4.248059130000000211e-02 3.219768172121829944e-11 -7.290160817375404556e-02 -1.516170920000395883e-01 -4.647660759304200750e-01 -5.562660760176343366e-01 -6.561165171337649538e-01 -7.671155195904854063e-01 -8.929386209890443071e-01
4.251057054000000057e-02 3.205036264330299983e-11 -7.285167199226523504e-02 -1.514856902535209326e-01 -4.642191501600442805e-01 -5.555485198463560037e-01 -6.551839556459309044e-01 -7.659093647360483148e-01 -8.913818369854797918e-01
4.254054978999999986e-02 3.190313239770140055e-11 -7.280041866765264713e-02 -1.513514779456360260e-01 -4.636634933672958425e-01 -5.548205434757285115e-01 -6.542391818248877167e-01 -7.646890855982769741e-01 -8.898088859252289984e-01
4.257052903999999915e-02 3.175599601379620062e-11 -7.274784752858283465e-02 -1.512144544785938016e-01 -4.630991098141119533e-01 -5.540821551867778361e-01 -6.532822098863624305e-01 -7.634547048320248219e-01 -8.882198022438171359e-01
4.260050827999999762e-02 3.160895849276879778e-11 -7.269395794661517862e-02 -1.510746193475551447e-01 -4.625260040600903677e-01 -5.533333636190773674e-01 -6.523130544712344436e-01 -7.622062455810437731e-01 -8.866146209355291186e-01
4.263048752999999691e-02 3.146202466036789909e-11 -7.263874928100377826e-02 -1.509319719976254526e-01 -4.619441803800155566e-01 -5.525741770103190786e-01 -6.513317296622860297e-01 -7.609437302139258064e-01 -8.849933759294039692e-01
4.266046677000000231e-02 3.131519950991859934e-11 -7.258222100545226596e-02 -1.507865121521614338e-01 -4.613536441075722361e-01 -5.518046049508140705e-01 -6.503382512535561544e-01 -7.596671832482382314e-01 -8.833561038466429816e-01
4.269044602000000160e-02 3.116848781000909882e-11 -7.252437256080115913e-02 -1.506382394319461804e-01 -4.607544000823269315e-01 -5.510246563567942069e-01 -6.493326341299350268e-01 -7.583766279813042299e-01 -8.817028396732972118e-01
4.272042526000000007e-02 3.102189449606619858e-11 -7.246520350589112647e-02 -1.504871537432844464e-01 -4.601464542251942347e-01 -5.502343415232540114e-01 -6.483148949162959029e-01 -7.570720898964414802e-01 -8.800336211282808740e-01
4.275040450999999936e-02 3.087542427864260309e-11 -7.240471336328868635e-02 -1.503332548823596571e-01 -4.595298119389834568e-01 -5.494336700419700792e-01 -6.472850492920815269e-01 -7.557535932186830729e-01 -8.783484842504181156e-01
4.278038375999999865e-02 3.072908198558860098e-11 -7.234290175671941048e-02 -1.501765428861700780e-01 -4.589044795216699613e-01 -5.486226526394047953e-01 -6.462431143578063475e-01 -7.544211639504880829e-01 -8.766474672836254145e-01
4.281036299999999711e-02 3.058287241495370315e-11 -7.227976835323336735e-02 -1.500170178843402979e-01 -4.582704635662864789e-01 -5.478013003958202010e-01 -6.451891076270134251e-01 -7.530748285786730278e-01 -8.749306090200132946e-01
4.284034225000000334e-02 3.043680018866139735e-11 -7.221531279876032550e-02 -1.498546799369395444e-01 -4.576277703173058931e-01 -5.469696239126889958e-01 -6.441230459586199109e-01 -7.517146127110512221e-01 -8.731979470628559170e-01
4.287032149000000181e-02 3.029087009358210052e-11 -7.214953486637371016e-02 -1.496895294090388739e-01 -4.569764071563818253e-01 -5.461276352371108311e-01 -6.430449480253193073e-01 -7.503405442266154468e-01 -8.714495218423100598e-01
4.290030074000000110e-02 3.014508669154519759e-11 -7.208243428416985510e-02 -1.495215665375176639e-01 -4.563163808868566096e-01 -5.452753456422958500e-01 -6.419548314686925883e-01 -7.489526496428257074e-01 -8.696853719880895950e-01
